Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
0.3;?;0.0;89.0;28.0;3.5;?;0.0;Displacement;734.0
2.5;?;2.0;89.0;3.0;?;0.0;0.92;Displacement;24.0
2.5;?;0.0;89.0;?;1.0;?;0.0;Displacement;78.0
2.0;10.0;2.0;89.0;10.0;?;0.0;0.92;Displacement;102.0
?;14.0;0.0;89.0;57.0;1.0;?;0.0;Displacement;51.0
?;?;2.0;89.0;3.0;?;0.0;0.92;Displacement;24.0
2.5;11.0;?;89.0;3.0;4.0;0.0;0.92;Displacement;24.0
?;11.0;2.0;89.0;3.0;4.0;0.0;?;Displacement;24.0
2.0;10.0;?;89.0;10.0;?;0.0;?;Displacement;102.0
?;10.0;?;89.0;10.0;?;0.0;?;Displacement;102.0
2.5;?;?;89.0;3.0;?;0.0;0.92;Displacement;24.0
0.9;8.0;?;89.0;0.0;?;?;0.0;Displacement;?
0.9;8.0;2.0;89.0;0.0;?;6.0;0.0;Displacement;496.0
?;11.0;?;89.0;3.0;4.0;0.0;0.92;Displacement;24.0
?;?;?;89.0;3.0;?;0.0;0.92;Displacement;24.0
2.5;11.0;?;89.0;?;?;0.0;0.92;Displacement;24.0
0.9;8.0;?;89.0;0.0;3.5;6.0;0.0;Displacement;?
?;?;?;89.0;3.0;4.0;0.0;?;Displacement;24.0
?;?;2.0;89.0;3.0;4.0;0.0;0.92;Displacement;24.0
?;11.0;?;89.0;3.0;?;0.0;?;Displacement;24.0
2.5;11.0;2.0;89.0;3.0;?;0.0;0.92;Displacement;24.0
2.5;11.0;2.0;89.0;?;4.0;0.0;0.92;Displacement;24.0
2.5;11.0;2.0;89.0;?;?;0.0;?;Displacement;24.0
?;10.0;?;89.0;10.0;?;0.0;0.92;Displacement;102.0
0.9;8.0;?;89.0;0.0;3.5;?;0.0;Displacement;?
0.9;8.0;2.0;89.0;0.0;3.5;?;0.0;Displacement;496.0
2.5;11.0;?;89.0;3.0;4.0;0.0;?;Displacement;24.0
?;?;2.0;89.0;3.0;?;0.0;?;Displacement;24.0
0.9;8.0;?;89.0;0.0;?;?;0.0;Displacement;496.0
?;?;2.0;89.0;3.0;4.0;0.0;?;Displacement;24.0
0.9;8.0;?;89.0;0.0;?;6.0;0.0;Displacement;?
2.0;10.0;2.0;89.0;10.0;?;0.0;?;Displacement;102.0
0.9;8.0;2.0;89.0;0.0;?;?;0.0;Displacement;496.0
0.9;8.0;2.0;89.0;0.0;3.5;?;0.0;Displacement;?
0.9;8.0;?;89.0;0.0;3.5;?;0.0;Displacement;496.0
2.5;11.0;2.0;89.0;?;4.0;0.0;?;Displacement;24.0
?;11.0;?;89.0;3.0;?;0.0;0.92;Displacement;24.0
2.5;11.0;?;89.0;?;?;0.0;?;Displacement;24.0
?;11.0;?;89.0;3.0;4.0;0.0;?;Displacement;24.0
2.5;?;?;89.0;3.0;?;0.0;?;Displacement;24.0
?;11.0;2.0;89.0;3.0;4.0;0.0;0.92;Displacement;24.0
?;?;?;89.0;3.0;?;0.0;?;Displacement;24.0
2.5;11.0;?;89.0;?;4.0;0.0;?;Displacement;24.0
0.9;?;?;89.0;0.0;3.5;6.0;0.0;Displacement;496.0
?;10.0;?;89.0;10.0;7.0;0.0;?;Displacement;102.0
2.5;?;0.0;89.0;?;1.0;2.0;0.0;Displacement;78.0
0.9;?;2.0;89.0;0.0;3.5;6.0;0.0;Displacement;496.0
2.5;11.0;2.0;89.0;?;?;0.0;0.92;Displacement;24.0
2.5;?;?;89.0;3.0;4.0;0.0;?;Displacement;24.0
?;11.0;2.0;89.0;3.0;?;0.0;?;Displacement;24.0
2.5;11.0;2.0;89.0;3.0;?;0.0;?;Displacement;24.0
2.5;?;2.0;89.0;3.0;4.0;0.0;?;Displacement;24.0
0.0;17.0;0.0;89.0;38.0;?;0.0;0.0;Displacement;?
0.9;8.0;2.0;89.0;0.0;?;?;0.0;Displacement;?
2.0;?;0.0;89.0;57.0;0.0;0.0;0.0;Displacement;372.0
2.5;25.0;0.0;89.0;?;1.0;?;0.0;Displacement;78.0
?;8.0;2.0;89.0;0.0;?;6.0;0.0;Displacement;496.0
2.0;10.0;?;89.0;10.0;7.0;0.0;?;Displacement;102.0
?;10.0;2.0;89.0;10.0;7.0;0.0;?;Displacement;102.0
?;8.0;2.0;89.0;0.0;3.5;6.0;0.0;Displacement;496.0
?;8.0;2.0;89.0;0.0;3.5;?;0.0;Displacement;?
?;8.0;?;89.0;0.0;3.5;?;0.0;Displacement;496.0
?;8.0;?;89.0;0.0;?;6.0;0.0;Displacement;496.0
0.9;?;2.0;89.0;0.0;3.5;?;0.0;Displacement;496.0
0.0;17.0;0.0;89.0;38.0;6.0;0.0;0.0;Displacement;?
?;8.0;2.0;89.0;0.0;3.5;6.0;0.0;Displacement;?
2.0;10.0;?;89.0;10.0;?;0.0;0.92;Displacement;102.0
2.5;11.0;?;89.0;3.0;?;0.0;?;Displacement;24.0
4.5;14.0;0.0;89.0;57.0;1.0;?;0.0;Displacement;51.0
0.9;?;?;89.0;0.0;3.5;?;0.0;Displacement;496.0
?;8.0;?;89.0;0.0;3.5;6.0;0.0;Displacement;?
?;8.0;2.0;89.0;0.0;3.5;?;0.0;Displacement;496.0
?;11.0;2.0;89.0;3.0;?;0.0;0.92;Displacement;24.0
?;8.0;?;89.0;0.0;3.5;?;0.0;Displacement;?
2.5;?;2.0;89.0;3.0;?;0.0;?;Displacement;24.0
2.5;11.0;2.0;89.0;3.0;4.0;0.0;?;Displacement;24.0
2.5;11.0;?;89.0;3.0;?;0.0;0.92;Displacement;24.0
?;10.0;2.0;89.0;10.0;?;0.0;?;Displacement;102.0
0.9;8.0;2.0;89.0;0.0;3.5;6.0;0.0;Displacement;?
0.9;8.0;2.0;89.0;0.0;?;6.0;0.0;Displacement;?
2.5;?;0.0;89.0;67.0;1.0;?;0.0;Displacement;78.0
?;10.0;2.0;89.0;10.0;?;0.0;0.92;Displacement;102.0
?;5.0;2.0;88.0;7.0;?;4.0;0.0;Displacement;550.0
0.8;12.0;2.0;88.0;?;10.0;0.0;0.91;Displacement;170.0
?;5.0;2.0;88.0;7.0;7.5;4.0;0.0;Displacement;550.0
?;13.0;3.0;88.0;6.0;?;4.0;0.0;Displacement;180.0
?;5.0;?;88.0;7.0;7.5;?;0.0;Displacement;550.0
0.5;9.0;0.0;88.0;35.0;5.0;2.0;0.0;Displacement;?
1.4;5.0;2.0;88.0;?;7.5;?;0.0;Displacement;550.0
0.5;9.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;?
0.8;12.0;?;88.0;?;?;0.0;0.91;Displacement;170.0
0.8;12.0;2.0;88.0;16.0;?;0.0;0.91;Displacement;170.0
0.8;12.0;2.0;88.0;?;?;0.0;0.91;Displacement;170.0
?;?;?;88.0;0.0;?;?;0.0;Displacement;12.0
0.9;13.0;?;88.0;6.0;3.9;4.0;0.0;Displacement;180.0
2.6;?;2.0;88.0;3.0;6.0;?;0.0;Displacement;53.0
0.2;21.0;2.0;88.0;0.0;?;?;0.0;Displacement;12.0
2.6;18.0;2.0;88.0;3.0;?;?;0.0;Displacement;53.0
0.9;?;3.0;88.0;6.0;3.9;?;0.0;Displacement;180.0
?;?;2.0;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.5;7.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;?
?;13.0;?;88.0;6.0;?;4.0;0.0;Displacement;180.0
?;17.0;0.0;88.0;60.0;2.0;?;0.0;Displacement;20.0
0.9;?;2.0;88.0;4.0;?;?;0.91;Displacement;31.0
?;7.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;?
2.0;16.0;0.0;88.0;?;2.0;0.0;0.0;Displacement;401.0
?;8.0;0.0;88.0;35.0;?;0.0;0.0;Displacement;1219.0
0.2;?;2.0;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.5;8.0;0.0;88.0;35.0;?;0.0;0.0;Displacement;1219.0
0.2;21.0;?;88.0;0.0;?;?;0.0;Displacement;12.0
2.6;18.0;?;88.0;3.0;6.0;?;0.0;Displacement;53.0
0.2;21.0;2.0;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.9;13.0;?;88.0;6.0;?;4.0;0.0;Displacement;180.0
0.2;?;?;88.0;0.0;?;?;0.0;Displacement;12.0
0.9;13.0;?;88.0;6.0;3.9;?;0.0;Displacement;180.0
?;13.0;?;88.0;6.0;3.9;4.0;0.0;Displacement;180.0
1.4;5.0;2.0;88.0;?;7.5;4.0;0.0;Displacement;550.0
0.5;7.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;767.0
1.4;5.0;2.0;88.0;7.0;7.5;?;0.0;Displacement;550.0
0.8;12.0;?;88.0;16.0;?;0.0;0.91;Displacement;170.0
1.4;5.0;?;88.0;?;?;4.0;0.0;Displacement;550.0
0.9;13.0;3.0;88.0;6.0;?;4.0;0.0;Displacement;180.0
0.9;14.0;2.0;88.0;4.0;?;?;0.91;Displacement;31.0
1.5;19.0;?;88.0;0.0;?;1.0;0.0;Displacement;420.0
?;5.0;?;88.0;7.0;?;4.0;0.0;Displacement;550.0
?;5.0;2.0;88.0;7.0;7.5;?;0.0;Displacement;550.0
0.9;?;?;88.0;6.0;3.9;4.0;0.0;Displacement;180.0
?;17.0;0.0;88.0;60.0;2.0;6.0;0.0;Displacement;20.0
2.5;15.0;?;88.0;0.0;?;1.0;0.0;Displacement;455.0
2.6;?;?;88.0;3.0;?;?;0.0;Displacement;53.0
1.5;19.0;2.0;88.0;0.0;6.8;1.0;0.0;Displacement;420.0
?;15.0;?;88.0;0.0;7.8;1.0;0.0;Displacement;455.0
1.5;?;2.0;88.0;0.0;?;1.0;0.0;Displacement;420.0
1.5;?;?;88.0;0.0;?;1.0;0.0;Displacement;420.0
2.6;?;?;88.0;3.0;6.0;?;0.0;Displacement;53.0
0.9;14.0;?;88.0;4.0;?;?;0.91;Displacement;31.0
0.4;11.0;?;88.0;7.0;6.5;?;0.0;Displacement;515.0
2.0;16.0;0.0;88.0;50.0;?;0.0;0.0;Displacement;401.0
0.5;8.0;0.0;88.0;35.0;?;0.0;0.0;Displacement;?
2.6;18.0;?;88.0;3.0;?;?;0.0;Displacement;53.0
2.5;15.0;2.0;88.0;0.0;?;1.0;0.0;Displacement;455.0
?;7.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;767.0
0.5;8.0;0.0;88.0;35.0;5.0;0.0;0.0;Displacement;?
1.5;?;2.0;88.0;0.0;6.8;1.0;0.0;Displacement;420.0
?;21.0;2.0;88.0;0.0;?;?;0.0;Displacement;12.0
1.4;5.0;?;88.0;7.0;7.5;?;0.0;Displacement;550.0
?;21.0;?;88.0;0.0;?;?;0.0;Displacement;12.0
?;8.0;0.0;88.0;35.0;5.0;0.0;0.0;Displacement;1219.0
1.4;5.0;2.0;88.0;?;?;4.0;0.0;Displacement;550.0
?;15.0;?;88.0;0.0;?;1.0;0.0;Displacement;455.0
0.5;7.0;0.0;88.0;35.0;7.0;2.0;0.0;Displacement;767.0
?;?;2.0;88.0;0.0;?;?;0.0;Displacement;12.0
0.9;?;?;88.0;6.0;3.9;?;0.0;Displacement;180.0
1.4;5.0;2.0;88.0;7.0;?;4.0;0.0;Displacement;550.0
?;7.0;0.0;88.0;35.0;7.0;2.0;0.0;Displacement;767.0
0.9;14.0;?;88.0;4.0;13.0;?;0.91;Displacement;31.0
0.5;8.0;0.0;88.0;35.0;5.0;0.0;0.0;Displacement;1219.0
0.5;7.0;0.0;88.0;35.0;7.0;2.0;0.0;Displacement;?
1.5;19.0;2.0;88.0;0.0;?;1.0;0.0;Displacement;420.0
1.5;?;?;88.0;0.0;6.8;1.0;0.0;Displacement;420.0
?;15.0;2.0;88.0;0.0;7.8;1.0;0.0;Displacement;455.0
2.6;?;2.0;88.0;3.0;?;?;0.0;Displacement;53.0
0.2;21.0;?;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.2;?;2.0;88.0;0.0;?;?;0.0;Displacement;12.0
0.8;12.0;?;88.0;?;10.0;0.0;0.91;Displacement;170.0
?;16.0;0.0;88.0;50.0;2.0;0.0;0.0;Displacement;401.0
?;8.0;0.0;88.0;35.0;?;0.0;0.0;Displacement;?
0.9;?;3.0;88.0;6.0;3.9;4.0;0.0;Displacement;180.0
?;15.0;2.0;88.0;0.0;?;1.0;0.0;Displacement;455.0
?;21.0;2.0;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.2;?;?;88.0;0.0;10.0;?;0.0;Displacement;12.0
0.5;9.0;0.0;88.0;35.0;?;2.0;0.0;Displacement;861.0
2.4;27.0;?;87.0;15.0;0.3;?;0.0;Displacement;9.0
?;16.0;2.0;87.0;?;0.2;0.0;0.0;Displacement;200.0
?;12.0;0.0;87.0;2.0;?;1.0;0.0;Displacement;?
?;?;0.0;87.0;28.0;1.8;3.0;?;Displacement;49.0
2.4;?;?;87.0;?;0.3;?;0.0;Displacement;9.0
0.6;?;0.0;87.0;?;1.3;1.0;?;Displacement;110.0
0.3;?;2.0;87.0;?;0.2;0.0;0.0;Displacement;635.0
0.2;?;?;87.0;?;1.7;0.0;0.0;Displacement;290.0
3.3;12.0;0.0;87.0;2.0;?;?;0.0;Displacement;?
0.9;11.0;0.0;87.0;?;?;?;0.92;Displacement;1.0
2.0;10.0;0.0;87.0;?;8.2;?;?;Displacement;75.0
0.3;?;?;87.0;25.0;0.2;0.0;0.0;Displacement;635.0
?;21.0;0.0;87.0;13.0;0.0;?;0.0;Displacement;22.0
0.9;11.0;0.0;87.0;37.0;1.0;7.0;?;Displacement;1.0
1.2;?;0.0;87.0;?;1.2;4.0;?;Displacement;74.0
0.3;?;0.0;87.0;33.0;0.8;7.0;?;Displacement;81.0
?;10.0;0.0;87.0;13.0;3.0;0.0;0.0;Displacement;746.0
3.3;?;0.0;87.0;2.0;0.5;1.0;0.0;Displacement;209.0
2.0;10.0;0.0;87.0;?;?;?;0.92;Displacement;75.0
1.0;21.0;0.0;87.0;13.0;0.0;4.0;0.0;Displacement;22.0
2.1;?;1.0;87.0;8.0;0.6;?;0.0;Displacement;?
2.4;27.0;?;87.0;?;0.3;?;0.0;Displacement;9.0
?;?;0.0;87.0;23.0;1.3;1.0;?;Displacement;110.0
0.6;13.0;0.0;87.0;23.0;0.1;3.0;0.0;Displacement;426.0
2.0;12.0;2.0;87.0;10.0;4.0;1.0;0.91;Displacement;359.0
0.2;12.0;0.0;87.0;?;1.8;?;0.92;Displacement;49.0
5.2;13.0;0.0;87.0;?;1.2;?;?;Displacement;22.0
1.2;?;0.0;87.0;?;1.2;4.0;0.92;Displacement;74.0
2.4;12.0;0.0;87.0;14.0;11.3;?;?;Displacement;50.0
?;12.0;0.0;87.0;53.0;2.0;?;?;Displacement;18.0
2.2;?;0.0;87.0;?;0.2;?;0.92;Displacement;132.0
2.6;10.0;0.0;87.0;?;?;?;?;Displacement;51.0
0.4;15.0;0.0;87.0;23.0;?;2.0;?;Displacement;235.0
1.0;21.0;0.0;87.0;?;0.0;4.0;0.0;Displacement;22.0
6.0;?;?;87.0;35.0;0.2;0.0;0.0;Displacement;200.0
0.4;15.0;0.0;87.0;?;?;2.0;0.92;Displacement;235.0
0.2;12.0;0.0;87.0;?;?;3.0;0.92;Displacement;49.0
0.2;?;0.0;87.0;?;1.8;?;0.92;Displacement;49.0
0.2;15.0;?;87.0;?;3.3;0.0;0.0;Displacement;585.0
2.4;12.0;0.0;87.0;?;?;3.0;?;Displacement;50.0
?;?;0.0;87.0;13.0;0.0;?;0.0;Displacement;22.0
?;13.0;0.0;87.0;61.0;1.2;3.0;?;Displacement;22.0
?;?;0.0;87.0;?;0.0;4.0;0.0;Displacement;22.0
0.2;12.0;0.0;87.0;28.0;1.8;?;?;Displacement;?
0.4;15.0;0.0;87.0;?;2.3;2.0;?;Displacement;235.0
0.2;12.0;0.0;87.0;?;?;3.0;?;Displacement;49.0
?;11.0;0.0;87.0;?;?;7.0;?;Displacement;1.0
?;10.0;0.0;87.0;14.0;?;?;?;Displacement;75.0
3.6;?;?;87.0;2.0;?;?;0.0;Displacement;8.0
1.0;?;?;87.0;?;3.0;0.0;0.91;Displacement;215.0
0.3;27.0;?;87.0;?;0.2;0.0;0.0;Displacement;?
2.4;?;2.0;87.0;15.0;0.3;?;0.0;Displacement;9.0
?;21.0;0.0;87.0;?;0.0;4.0;0.0;Displacement;22.0
2.6;10.0;0.0;87.0;14.0;11.7;?;?;Displacement;51.0
2.4;?;2.0;87.0;?;0.3;8.0;0.0;Displacement;9.0
1.3;12.0;0.0;87.0;?;?;2.0;0.92;Displacement;57.0
2.0;10.0;0.0;87.0;14.0;?;5.0;?;Displacement;75.0
1.2;12.0;0.0;87.0;?;1.2;4.0;0.92;Displacement;74.0
?;?;0.0;87.0;61.0;1.2;3.0;?;Displacement;22.0
0.9;11.0;0.0;87.0;37.0;1.0;?;0.92;Displacement;1.0
0.6;13.0;0.0;87.0;?;0.1;3.0;0.0;Displacement;426.0
?;27.0;2.0;87.0;?;0.3;?;0.0;Displacement;9.0
0.6;13.0;0.0;87.0;23.0;0.1;3.0;0.0;Displacement;?
?;?;?;87.0;?;0.3;8.0;0.0;Displacement;9.0
0.9;?;0.0;87.0;?;1.0;?;0.92;Displacement;1.0
0.2;27.0;?;87.0;25.0;?;0.0;0.0;Displacement;290.0
?;?;0.0;87.0;23.0;1.3;1.0;0.92;Displacement;110.0
0.9;?;0.0;87.0;37.0;1.0;7.0;?;Displacement;1.0
0.6;?;0.0;87.0;23.0;?;1.0;?;Displacement;110.0
1.0;?;0.0;87.0;?;0.0;4.0;0.0;Displacement;22.0
0.2;?;2.0;87.0;20.0;3.3;0.0;0.0;Displacement;585.0
2.2;?;0.0;87.0;33.0;0.2;5.0;?;Displacement;132.0
?;11.0;0.0;87.0;27.0;1.5;1.0;?;Displacement;?
3.6;?;2.0;87.0;2.0;?;?;0.0;Displacement;8.0
2.6;10.0;0.0;87.0;14.0;?;?;?;Displacement;51.0
?;?;2.0;87.0;15.0;0.3;?;0.0;Displacement;9.0
0.9;12.0;0.0;87.0;20.0;?;2.0;?;Displacement;213.0
0.6;?;0.0;87.0;23.0;0.1;3.0;0.0;Displacement;426.0
0.6;13.0;0.0;87.0;23.0;?;3.0;0.0;Displacement;426.0
2.4;12.0;0.0;87.0;14.0;?;3.0;?;Displacement;50.0
4.5;10.0;0.0;87.0;13.0;3.0;0.0;0.0;Displacement;?
0.9;11.0;0.0;87.0;?;?;?;?;Displacement;1.0
0.2;?;2.0;87.0;25.0;?;0.0;0.0;Displacement;290.0
2.2;?;0.0;87.0;?;0.2;5.0;0.92;Displacement;132.0
0.6;?;0.0;87.0;?;1.3;1.0;0.92;Displacement;110.0
5.9;12.0;0.0;87.0;53.0;?;3.0;?;Displacement;18.0
?;12.0;0.0;87.0;53.0;2.0;3.0;?;Displacement;18.0
0.2;?;2.0;87.0;25.0;1.7;0.0;0.0;Displacement;290.0
?;11.0;0.0;87.0;37.0;1.0;?;?;Displacement;1.0
?;12.0;0.0;87.0;?;2.0;?;?;Displacement;18.0
?;?;2.0;87.0;35.0;0.2;0.0;0.0;Displacement;200.0
0.9;11.0;0.0;87.0;?;?;7.0;?;Displacement;1.0
2.1;15.0;1.0;87.0;8.0;0.6;?;0.0;Displacement;?
1.0;?;0.0;87.0;13.0;0.0;4.0;0.0;Displacement;?
?;10.0;0.0;87.0;13.0;2.0;1.0;0.0;Displacement;648.0
?;10.0;0.0;87.0;14.0;8.2;?;?;Displacement;75.0
?;10.0;0.0;87.0;13.0;?;0.0;0.0;Displacement;?
0.9;11.0;0.0;87.0;?;1.0;?;0.92;Displacement;1.0
0.9;?;0.0;87.0;37.0;1.0;?;?;Displacement;1.0
0.9;12.0;0.0;87.0;?;5.0;?;?;Displacement;213.0
0.6;?;0.0;87.0;?;1.3;?;?;Displacement;110.0
?;15.0;0.0;87.0;15.0;0.5;1.0;?;Displacement;380.0
0.3;21.0;0.0;87.0;33.0;0.8;?;?;Displacement;81.0
0.3;?;0.0;87.0;?;0.8;?;?;Displacement;81.0
1.2;12.0;0.0;87.0;33.0;1.2;?;0.92;Displacement;74.0
?;13.0;0.0;87.0;23.0;0.1;3.0;0.0;Displacement;426.0
2.0;10.0;0.0;87.0;?;?;5.0;0.92;Displacement;75.0
?;10.0;0.0;87.0;13.0;2.0;?;0.0;Displacement;648.0
2.1;15.0;1.0;87.0;8.0;0.6;7.0;0.0;Displacement;?
0.2;?;0.0;87.0;?;1.8;3.0;?;Displacement;49.0
?;12.0;0.0;87.0;2.0;0.5;?;0.0;Displacement;?
?;10.0;0.0;87.0;14.0;?;6.0;0.92;Displacement;51.0
1.2;?;0.0;87.0;33.0;1.2;4.0;?;Displacement;74.0
0.3;21.0;0.0;87.0;?;0.8;?;0.92;Displacement;81.0
?;12.0;0.0;87.0;28.0;1.8;?;?;Displacement;49.0
?;10.0;0.0;87.0;14.0;?;5.0;?;Displacement;75.0
2.2;17.0;0.0;87.0;33.0;0.2;?;?;Displacement;132.0
0.9;11.0;0.0;87.0;?;?;7.0;0.92;Displacement;1.0
0.3;21.0;0.0;87.0;?;0.8;7.0;?;Displacement;81.0
?;10.0;0.0;87.0;?;?;6.0;?;Displacement;51.0
0.4;25.0;?;87.0;15.0;1.7;2.0;0.0;Displacement;?
?;12.0;0.0;87.0;?;?;3.0;0.92;Displacement;18.0
?;?;?;87.0;25.0;0.2;0.0;0.0;Displacement;635.0
?;10.0;0.0;87.0;13.0;?;0.0;0.0;Displacement;746.0
?;?;2.0;87.0;2.0;6.0;?;0.0;Displacement;8.0
?;11.0;0.0;87.0;27.0;1.5;1.0;?;Displacement;385.0
2.4;27.0;2.0;87.0;?;0.3;?;0.0;Displacement;9.0
?;12.0;0.0;87.0;?;?;3.0;?;Displacement;18.0
?;15.0;0.0;87.0;23.0;1.3;1.0;?;Displacement;110.0
?;12.0;0.0;87.0;2.0;0.5;?;0.0;Displacement;209.0
0.2;?;0.0;87.0;28.0;1.8;3.0;?;Displacement;49.0
1.8;?;?;87.0;30.0;0.5;1.0;0.0;Displacement;385.0
2.2;?;0.0;87.0;?;0.2;5.0;?;Displacement;132.0
2.4;27.0;2.0;87.0;15.0;0.3;?;0.0;Displacement;9.0
0.2;12.0;0.0;87.0;28.0;1.8;3.0;?;Displacement;?
1.2;12.0;0.0;87.0;?;?;4.0;?;Displacement;74.0
0.3;21.0;0.0;87.0;?;0.8;?;?;Displacement;81.0
0.3;?;0.0;87.0;?;0.8;7.0;0.92;Displacement;81.0
5.9;12.0;0.0;87.0;53.0;2.0;?;?;Displacement;18.0
?;?;0.0;87.0;2.0;0.5;1.0;0.0;Displacement;?
3.5;10.0;0.0;87.0;13.0;?;1.0;0.0;Displacement;?
1.0;21.0;0.0;87.0;13.0;0.0;4.0;0.0;Displacement;?
0.3;27.0;?;87.0;25.0;0.2;0.0;0.0;Displacement;?
?;?;0.0;87.0;37.0;1.0;?;?;Displacement;1.0
?;10.0;0.0;87.0;?;11.7;6.0;?;Displacement;51.0
0.4;15.0;0.0;87.0;23.0;2.3;2.0;?;Displacement;235.0
?;11.0;0.0;87.0;37.0;?;?;?;Displacement;1.0
0.4;15.0;0.0;87.0;23.0;2.3;?;?;Displacement;235.0
1.2;12.0;0.0;87.0;33.0;1.2;?;?;Displacement;74.0
0.3;?;2.0;87.0;25.0;0.2;0.0;0.0;Displacement;635.0
1.0;?;0.0;87.0;13.0;0.0;?;0.0;Displacement;22.0
2.6;10.0;0.0;87.0;14.0;?;?;0.92;Displacement;51.0
0.3;27.0;2.0;87.0;?;0.2;0.0;0.0;Displacement;635.0
3.3;12.0;0.0;87.0;2.0;0.5;?;0.0;Displacement;?
0.6;?;0.0;87.0;?;1.3;?;0.92;Displacement;110.0
0.6;15.0;0.0;87.0;23.0;1.3;1.0;?;Displacement;110.0
0.6;15.0;0.0;87.0;23.0;?;1.0;?;Displacement;110.0
5.9;12.0;0.0;87.0;53.0;2.0;3.0;?;Displacement;18.0
?;?;0.0;87.0;61.0;1.2;?;?;Displacement;22.0
3.3;12.0;0.0;87.0;2.0;?;?;0.0;Displacement;209.0
2.6;10.0;0.0;87.0;14.0;?;6.0;?;Displacement;51.0
1.0;17.0;2.0;87.0;10.0;?;0.0;0.91;Displacement;215.0
?;20.0;2.0;87.0;2.0;?;?;0.0;Displacement;8.0
0.9;11.0;0.0;87.0;37.0;1.0;?;?;Displacement;1.0
4.5;10.0;0.0;87.0;13.0;?;0.0;0.0;Displacement;?
?;10.0;0.0;87.0;14.0;?;?;0.92;Displacement;51.0
1.2;12.0;0.0;87.0;?;1.2;4.0;?;Displacement;74.0
1.8;?;2.0;87.0;30.0;0.5;1.0;0.0;Displacement;385.0
2.1;?;1.0;87.0;8.0;0.6;7.0;0.0;Displacement;?
?;12.0;0.0;87.0;2.0;?;1.0;0.0;Displacement;209.0
3.5;10.0;0.0;87.0;13.0;?;1.0;0.0;Displacement;648.0
2.8;?;0.0;87.0;15.0;0.5;1.0;0.92;Displacement;380.0
0.2;27.0;2.0;87.0;25.0;1.7;0.0;0.0;Displacement;?
2.0;10.0;0.0;87.0;14.0;8.2;?;?;Displacement;75.0
2.4;?;2.0;87.0;15.0;0.3;8.0;0.0;Displacement;9.0
?;12.0;0.0;87.0;53.0;?;3.0;?;Displacement;18.0
3.6;20.0;2.0;87.0;2.0;?;?;0.0;Displacement;8.0
?;27.0;2.0;87.0;15.0;0.3;?;0.0;Displacement;9.0
0.2;12.0;0.0;87.0;?;1.8;?;?;Displacement;?
3.3;12.0;0.0;87.0;2.0;0.5;?;0.0;Displacement;209.0
0.2;27.0;2.0;87.0;25.0;?;0.0;0.0;Displacement;290.0
0.6;?;0.0;87.0;?;0.1;?;0.0;Displacement;426.0
1.2;12.0;0.0;87.0;33.0;?;4.0;?;Displacement;74.0
3.6;20.0;?;87.0;2.0;?;?;0.0;Displacement;8.0
0.2;?;0.0;87.0;?;1.8;?;?;Displacement;49.0
0.3;?;2.0;87.0;?;0.2;0.0;0.0;Displacement;?
0.3;?;?;87.0;?;0.2;0.0;0.0;Displacement;635.0
?;13.0;0.0;87.0;61.0;1.2;?;?;Displacement;22.0
?;20.0;?;87.0;2.0;?;?;0.0;Displacement;8.0
1.0;?;0.0;87.0;13.0;0.0;4.0;0.0;Displacement;22.0
2.6;10.0;0.0;87.0;?;?;?;0.92;Displacement;51.0
0.2;?;0.0;87.0;28.0;1.8;?;?;Displacement;49.0
?;11.0;0.0;87.0;37.0;?;7.0;?;Displacement;1.0
1.0;21.0;0.0;87.0;13.0;0.0;?;0.0;Displacement;?
0.2;?;2.0;87.0;25.0;1.7;0.0;0.0;Displacement;?
0.2;12.0;0.0;87.0;?;1.8;?;?;Displacement;49.0
1.3;12.0;0.0;87.0;28.0;?;2.0;?;Displacement;57.0
2.4;12.0;0.0;87.0;?;11.3;3.0;?;Displacement;50.0
2.6;10.0;0.0;87.0;?;?;6.0;?;Displacement;51.0
2.4;?;?;87.0;?;0.3;8.0;0.0;Displacement;9.0
3.3;12.0;0.0;87.0;2.0;0.5;1.0;0.0;Displacement;209.0
1.2;12.0;0.0;87.0;?;1.2;?;?;Displacement;74.0
0.6;15.0;0.0;87.0;?;1.3;1.0;0.92;Displacement;110.0
0.2;?;?;87.0;?;?;0.0;0.0;Displacement;290.0
0.4;25.0;2.0;87.0;15.0;1.7;2.0;0.0;Displacement;?
2.0;10.0;0.0;87.0;?;?;?;?;Displacement;75.0
2.4;?;?;87.0;15.0;0.3;?;0.0;Displacement;9.0
0.6;15.0;0.0;87.0;?;?;1.0;?;Displacement;110.0
1.0;?;0.0;87.0;13.0;0.0;?;0.0;Displacement;?
0.2;15.0;?;87.0;20.0;3.3;0.0;0.0;Displacement;585.0
